Quote Number,Job Type Number,Customer,Email,Vehicle Registration Number,Vehicle Fleet Number,Vehicle Make,Vehicle Model,Issue Date,Due Date,Description,Category,Details,Unit Price,Quantity,Discount Percentage,Net Amount,Tax Amount,Total Amount,Taxable,Stock Number,Stock Name,Stock Category,Unit Cost,COGS,Inventory Asset Account Code,Inventory Asset Account Name,Sales Account Code,Sales Account Name,Salesperson,Created At,Updated At
10210,,GRS Gransolar Construction Australia pty ltd,ocr@gransolar.com,,,,,04/12/2023,03/01/2024,LVF - Light Vehicle Fit/ Strip/ Balance,Labour & Services,Strip,20.0,1.0,"",20.0,2.0,22.0,Y,LVF,Light Vehicle Fit/ Strip/ Balance,Labour & Services,0.0,,,,,0.0,"",04/12/2023 13:19,04/12/2023 13:19
10210,,GRS Gransolar Construction Australia pty ltd,ocr@gransolar.com,,,,,04/12/2023,03/01/2024,SCRAP - Recycle charge,Labour & Services,"",9.4,1.0,"",9.4,0.94,10.34,Y,SCRAP,Recycle charge,Labour & Services,0.0,,,,,0.0,"",04/12/2023 13:19,04/12/2023 13:19
10211,,Amcor Excavations Pty Ltd,accounts@amcorex.com.au,,,,,05/12/2023,04/01/2024,1122516CYX - 11R22.5 146/143M 16P CYXRL1 B5209 YOKOHAMA,Truck Tyres,"",312.0,1.0,"",312.0,31.2,343.2,Y,1122516CYX,11R22.5 146/143M 16P CYXRL1 B5209 YOKOHAMA,Truck Tyres,280.0,,,,,280.0,"",05/12/2023 14:15,05/12/2023 14:15
10211,,Amcor Excavations Pty Ltd,accounts@amcorex.com.au,,,,,05/12/2023,04/01/2024,29580225MY507T - 295/80R22.5 152/148K MY507 - B4298,Truck Tyres,"",570.0,1.0,"",570.0,57.0,627.0,Y,29580225MY507T,295/80R22.5 152/148K MY507 - B4298,Truck Tyres,520.0,,,,,520.0,"",05/12/2023 14:17,05/12/2023 14:17
10211,,Amcor Excavations Pty Ltd,accounts@amcorex.com.au,,,,,05/12/2023,04/01/2024,3856522518MY507 - 385/65R22.5 158L (160J) MY507A - B5169,Truck Tyres,"",735.0,1.0,"",735.0,73.5,808.5,Y,3856522518MY507,385/65R22.5 158L (160J) MY507A - B5169,Truck Tyres,668.0,,,,,668.0,"",05/12/2023 14:20,05/12/2023 14:20
10211,,Amcor Excavations Pty Ltd,accounts@amcorex.com.au,,,,,05/12/2023,04/01/2024,3002813 - 385/65R22.5  AM15+ 158L AP HANKOOK,Truck Tyres,"",820.0,1.0,"",820.0,82.0,902.0,Y,3002813,385/65R22.5  AM15+ 158L AP HANKOOK,Truck Tyres,742.95,,,,,742.95,"",05/12/2023 16:05,05/12/2023 16:05
10212,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,06/12/2023,05/01/2024,11000919 - 265/65R17LT 116S D697 OWT B/STONE,4WD Tyres,"",365.0,2.0,"",730.0,73.0,803.0,Y,11000919,265/65R17LT 116S D697 OWT B/STONE,4WD Tyres,205.0,,,,,410.0,"",06/12/2023 11:03,06/12/2023 11:03
10212,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,06/12/2023,05/01/2024,LVF - Light Vehicle Fit/ Strip/ Balance,Labour & Services,Strip,20.0,2.0,"",40.0,4.0,44.0,Y,LVF,Light Vehicle Fit/ Strip/ Balance,Labour & Services,0.0,,,,,0.0,"",06/12/2023 11:03,06/12/2023 11:03
10212,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,06/12/2023,05/01/2024,SCRAP - Recycle charge,Labour & Services,"",9.4,2.0,"",18.8,1.88,20.68,Y,SCRAP,Recycle charge,Labour & Services,0.0,,,,,0.0,"",06/12/2023 11:03,06/12/2023 11:03
10213,,Fleet Plus,rminvoice@fleetplus.com.au,804ZBX,QGC 376,Toyota ,hilux ,08/12/2023,07/01/2024,11004652 - 265/65R17LT D673 M/T 120P B/STONE,4WD Tyres,2656517,388.46,4.0,"",1553.84,155.384,1709.224,Y,11004652,265/65R17LT D673 M/T 120P B/STONE,4WD Tyres,247.1,,,,,988.4,"",08/12/2023 14:11,08/12/2023 14:11
10213,,Fleet Plus,rminvoice@fleetplus.com.au,804ZBX,QGC 376,Toyota ,hilux ,08/12/2023,07/01/2024,LVF - Light Vehicle Fit/ Strip/ Balance,Labour & Services,Strip,20.0,4.0,"",80.0,8.0,88.0,Y,LVF,Light Vehicle Fit/ Strip/ Balance,Labour & Services,0.0,,,,,0.0,"",08/12/2023 14:11,08/12/2023 14:11
10213,,Fleet Plus,rminvoice@fleetplus.com.au,804ZBX,QGC 376,Toyota ,hilux ,08/12/2023,07/01/2024,SCRAP - Recycle charge,Labour & Services,"",9.4,4.0,"",37.6,3.76,41.36,Y,SCRAP,Recycle charge,Labour & Services,0.0,,,,,0.0,"",08/12/2023 14:11,08/12/2023 14:11
10214,,Vandamme Plant Hire,ap@vandammeph.com.au,,,,,12/12/2023,11/01/2024,HO-7051 - PROADT 29.5R25 E3-L3,Earthmoving Tyres,"",3850.0,2.0,"",7700.0,770.0,8470.0,Y,HO-7051,PROADT 29.5R25 E3-L3,Earthmoving Tyres,3650.0,,,200,Sales,7300.0,"",12/12/2023 11:11,12/12/2023 11:11
10214,,Vandamme Plant Hire,ap@vandammeph.com.au,,,,,12/12/2023,11/01/2024,FREIGHT - Freight,,"",950.0,1.0,"",950.0,95.0,1045.0,Y,FREIGHT,Freight,,25.0,,,,,25.0,"",12/12/2023 11:11,12/12/2023 11:11
10215,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,14/12/2023,13/01/2024,LVF - Light Vehicle Fit/ Strip/ Balance,Labour & Services,Strip,20.0,1.0,"",20.0,2.0,22.0,Y,LVF,Light Vehicle Fit/ Strip/ Balance,Labour & Services,0.0,,,,,0.0,"",14/12/2023 09:59,14/12/2023 09:59
10216,,Decmil Australia Pty Ltd,accounts@decmil.com.au,,,"",,18/12/2023,17/01/2024,T7001275 - 7.00-12 TR75 TOPTUBES (22),Tubes,"",24.66,1.0,"",24.66,2.466,27.126,Y,T7001275,7.00-12 TR75 TOPTUBES (22),Tubes,18.0,,,,,18.0,"",18/12/2023 12:15,18/12/2023 12:15
10216,,Decmil Australia Pty Ltd,accounts@decmil.com.au,,,"",,18/12/2023,17/01/2024,COF - Call Out Fee,Labour & Services,"",110.0,1.0,"",110.0,11.0,121.0,Y,COF,Call Out Fee,Labour & Services,0.0,,,,,0.0,"",18/12/2023 12:15,18/12/2023 12:15
10216,,Decmil Australia Pty Ltd,accounts@decmil.com.au,,,"",,18/12/2023,17/01/2024,TRAVEL - Travel per Kilometer,Travel Expense,"",2.1,75.0,"",157.5,15.75,173.25,Y,TRAVEL,Travel per Kilometer,Travel Expense,0.0,,,,,0.0,"",18/12/2023 12:15,18/12/2023 12:15
10216,,Decmil Australia Pty Ltd,accounts@decmil.com.au,,,"",,18/12/2023,17/01/2024,LAB - Tyre Fitter Labour,Labour & Services,"",100.0,1.5,"",150.0,15.0,165.0,Y,LAB,Tyre Fitter Labour,Labour & Services,0.0,,,,,0.0,"",18/12/2023 12:15,18/12/2023 12:15
10218,,Vandamme Plant Hire,ap@vandammeph.com.au,,,,,10/01/2024,09/02/2024,HA31580R225307M - Haulmax 315/80R22.5 22PR T/L ATT307,Truck Tyres,"",582.0,36.0,"",20952.0,2095.2,23047.2,Y,HA31580R225307M,Haulmax 315/80R22.5 22PR T/L ATT307,Truck Tyres,582.0,,,200,Sales,20952.0,"",10/01/2024 10:12,10/01/2024 10:12
10218,,Vandamme Plant Hire,ap@vandammeph.com.au,,,,,10/01/2024,09/02/2024,HA31580R225106 - Haulmax 315/80R22.5 TL 167/164R ATT106,Truck Tyres,"",586.0,24.0,"",14064.0,1406.4,15470.4,Y,HA31580R225106,Haulmax 315/80R22.5 TL 167/164R ATT106,Truck Tyres,586.0,,,200,Sales,14064.0,"",10/01/2024 10:12,11/01/2024 09:24
10219,16,Craig Cook,cook2227@outlook.com,003FV4 ,"",Nissan,Pathfinder ,11/01/2024,10/02/2024,Mechanical,,Mechanical,0.0,0,"",0.0,0.0,0.0,Y,,,,0.0,,,,,0.0,"",11/01/2024 14:16,11/01/2024 14:16
10219,16,Craig Cook,cook2227@outlook.com,003FV4 ,"",Nissan,Pathfinder ,11/01/2024,10/02/2024,Minor Service,,Minor Service,0.0,0,"",0.0,0.0,0.0,Y,,,,0.0,,,,,0.0,"",11/01/2024 14:16,11/01/2024 14:16
10219,16,Craig Cook,cook2227@outlook.com,003FV4 ,"",Nissan,Pathfinder ,11/01/2024,10/02/2024,HI222060200 - HiTec Fleetmaster CK-4 15W40,Oils & Grease,"",7.5751,7.5,"",56.8133,5.6813,62.4946,Y,HI222060200,HiTec Fleetmaster CK-4 15W40,Oils & Grease,5.53,,,,,41.47,"",11/01/2024 14:17,11/01/2024 14:17
10219,16,Craig Cook,cook2227@outlook.com,003FV4 ,"",Nissan,Pathfinder ,11/01/2024,10/02/2024,Z929 - FILTER - OIL,LV Filters and Kits,"",28.1818,1.0,"",28.1818,2.8182,31.0,Y,Z929,FILTER - OIL,LV Filters and Kits,17.5,,,,,17.5,"",11/01/2024 14:17,11/01/2024 14:17
10219,16,Craig Cook,cook2227@outlook.com,003FV4 ,"",Nissan,Pathfinder ,11/01/2024,10/02/2024,ATFLV004 - ATF LV 4LTR,Oils & Grease,ATFLV,163.0,1.0,"",163.0,0,163.0,Y,ATFLV004,ATF LV 4LTR,Oils & Grease,31.43,,,,,31.43,"",11/01/2024 14:23,11/01/2024 14:23
10219,16,Craig Cook,cook2227@outlook.com,003FV4 ,"",Nissan,Pathfinder ,11/01/2024,10/02/2024,MECHLAB - Mechanical Tradesman Labour,Labour & Services,"",110.0,3.0,"",330.0,33.0,363.0,Y,MECHLAB,Mechanical Tradesman Labour,Labour & Services,0.0,,,205,Income - Automotive Repairs,0.0,"",11/01/2024 14:23,11/01/2024 14:23
10220,12,Saxon Energy Service Australia pty ltd,saxonap@savannaenergy.com,,,,,15/01/2024,14/02/2024,New Tyres,,New Tyres,0.0,0,"",0.0,0.0,0.0,Y,,,,0.0,,,,,0.0,"",15/01/2024 12:41,15/01/2024 12:41
10220,12,Saxon Energy Service Australia pty ltd,saxonap@savannaenergy.com,,,,,15/01/2024,14/02/2024,B2052530 - 20.5R25 **/* TL E3/L3 SR-30 EARTH MAX BKT,Earthmoving Tyres,"",2563.27,1.0,"",2563.27,256.327,2819.597,Y,B2052530,20.5R25 **/* TL E3/L3 SR-30 EARTH MAX BKT,Earthmoving Tyres,1871.0,,,200,Sales,1871.0,"",15/01/2024 12:42,15/01/2024 12:42
10220,12,Saxon Energy Service Australia pty ltd,saxonap@savannaenergy.com,,,,,15/01/2024,14/02/2024,"115355 - 25"" THIN ORING",Tools,ORING,20.0,1.0,"",20.0,2.0,22.0,Y,115355,"25"" THIN ORING",Tools,4.55,,,,,4.55,"",15/01/2024 12:42,15/01/2024 12:42
10220,12,Saxon Energy Service Australia pty ltd,saxonap@savannaenergy.com,,,,,15/01/2024,14/02/2024,EMS - Earthmover Fit & Strip,Labour & Services,"",100.0,1.0,"",100.0,10.0,110.0,Y,EMS,Earthmover Fit & Strip,Labour & Services,0.0,,,,,0.0,"",15/01/2024 12:42,15/01/2024 12:42
10220,12,Saxon Energy Service Australia pty ltd,saxonap@savannaenergy.com,,,,,15/01/2024,14/02/2024,FREIGHT - Freight,,"",250.0,1.0,"",250.0,25.0,275.0,Y,FREIGHT,Freight,,200.0,,,,,200.0,"",15/01/2024 12:42,15/01/2024 12:42
10221,,Assess ORR,,,,,,16/01/2024,15/02/2024,RT2457016 - 245/70R16 LT 113/110S RUGGED TERRAIN RWL TERRAFIRMA   ***Fitted***,4WD Tyres,"",236.3636,2.0,"",472.7273,47.2727,520.0,Y,RT2457016,245/70R16 LT 113/110S RUGGED TERRAIN RWL TERRAFIRMA,4WD Tyres,135.0,,,,,270.0,"",16/01/2024 08:43,16/01/2024 08:43
10223,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,25/01/2024,24/02/2024,HT-103866 - 255/70R22.5 TKST IV 16PR TL 140/137M,Truck Tyres,"",442.0,1.0,"",442.0,44.2,486.2,Y,HT-103866,255/70R22.5 TKST IV 16PR TL 140/137M,Truck Tyres,239.0,,,,,239.0,"",25/01/2024 09:06,25/01/2024 09:07
10223,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,25/01/2024,24/02/2024,35657 - 275/70 R22.5 GL283A ADVANCE ALL/P 144/141M,Truck Tyres,27570225,472.65,1.0,"",472.65,47.265,519.915,Y,35657,275/70 R22.5 GL283A ADVANCE ALL/P 144/141M,Truck Tyres,345.0,,,,,345.0,"",25/01/2024 09:07,25/01/2024 09:07
10223,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,25/01/2024,24/02/2024,11000919 - 265/65R17LT 116S D697 OWT B/STONE,4WD Tyres,"",383.0,1.0,"",383.0,38.3,421.3,Y,11000919,265/65R17LT 116S D697 OWT B/STONE,4WD Tyres,247.1,,,,,247.1,"",25/01/2024 09:07,25/01/2024 09:07
10223,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,25/01/2024,24/02/2024,TFIT - Truck Tyre Fit & Strip,Labour & Services,"",33.0,2.0,"",66.0,6.6,72.6,Y,TFIT,Truck Tyre Fit & Strip,Labour & Services,0.0,,,,,0.0,"",25/01/2024 09:10,25/01/2024 09:10
10223,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,25/01/2024,24/02/2024,LVF - Light Vehicle Fit/ Strip/ Balance,Labour & Services,Strip,20.0,1.0,"",20.0,2.0,22.0,Y,LVF,Light Vehicle Fit/ Strip/ Balance,Labour & Services,0.0,,,,,0.0,"",25/01/2024 09:11,25/01/2024 09:11
10223,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,25/01/2024,24/02/2024,SCRAPTT - Recycle Truck Tyres,Labour & Services,"",32.0,2.0,"",64.0,6.4,70.4,Y,SCRAPTT,Recycle Truck Tyres,Labour & Services,0.0,,,,,0.0,"",25/01/2024 09:11,25/01/2024 09:11
10223,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,25/01/2024,24/02/2024,SCRAP - Recycle charge,Labour & Services,"",9.4,1.0,"",9.4,0.94,10.34,Y,SCRAP,Recycle charge,Labour & Services,0.0,,,,,0.0,"",25/01/2024 09:11,25/01/2024 09:11
10224,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",080YYW,,,,31/01/2024,01/03/2024,11000919 - 265/65R17LT 116S D697 OWT B/STONE,4WD Tyres,"",383.0,1.0,"",383.0,38.3,421.3,Y,11000919,265/65R17LT 116S D697 OWT B/STONE,4WD Tyres,247.1,,,,,247.1,"",31/01/2024 12:50,31/01/2024 12:50
10224,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",080YYW,,,,31/01/2024,01/03/2024,LVF - Light Vehicle Fit/ Strip/ Balance,Labour & Services,Strip,20.0,1.0,"",20.0,2.0,22.0,Y,LVF,Light Vehicle Fit/ Strip/ Balance,Labour & Services,0.0,,,,,0.0,"",31/01/2024 12:50,31/01/2024 12:50
10224,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",080YYW,,,,31/01/2024,01/03/2024,SCRAP - Recycle charge,Labour & Services,"",9.4,1.0,"",9.4,0.94,10.34,Y,SCRAP,Recycle charge,Labour & Services,0.0,,,,,0.0,"",31/01/2024 12:51,31/01/2024 12:51
10224,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",080YYW,,,,31/01/2024,01/03/2024,Rounding to 5c,,"",0.01,1.0,"",0.01,0,0.01,Y,,,,0.0,,,,,0.0,"",31/01/2024 12:51,31/01/2024 12:51
10225,12,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,31/01/2024,01/03/2024,HT-103866 - 255/70R22.5 TKST IV 16PR TL 140/137M,Truck Tyres,"",327.43,1.0,"",327.43,32.743,360.173,Y,HT-103866,255/70R22.5 TKST IV 16PR TL 140/137M,Truck Tyres,239.0,,,,,239.0,"",31/01/2024 20:17,31/01/2024 20:17
10225,12,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,31/01/2024,01/03/2024,35657 - 275/70 R22.5 GL283A ADVANCE ALL/P 144/141M,Truck Tyres,27570225,472.65,1.0,"",472.65,47.265,519.915,Y,35657,275/70 R22.5 GL283A ADVANCE ALL/P 144/141M,Truck Tyres,345.0,,,,,345.0,"",31/01/2024 20:17,31/01/2024 20:17
10225,12,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,31/01/2024,01/03/2024,11000919 - 265/65R17LT 116S D697 OWT B/STONE,4WD Tyres,"",383.0,1.0,"",383.0,38.3,421.3,Y,11000919,265/65R17LT 116S D697 OWT B/STONE,4WD Tyres,247.1,,,,,247.1,"",31/01/2024 20:17,31/01/2024 20:17
10225,12,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,31/01/2024,01/03/2024,LVF - Light Vehicle Fit/ Strip/ Balance,Labour & Services,Strip,20.0,1.0,"",20.0,2.0,22.0,Y,LVF,Light Vehicle Fit/ Strip/ Balance,Labour & Services,0.0,,,,,0.0,"",31/01/2024 20:17,31/01/2024 20:17
10225,12,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,31/01/2024,01/03/2024,TFIT - Truck Tyre Fit & Strip,Labour & Services,"",33.0,2.0,"",66.0,6.6,72.6,Y,TFIT,Truck Tyre Fit & Strip,Labour & Services,0.0,,,,,0.0,"",31/01/2024 20:17,31/01/2024 20:17
10225,12,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,31/01/2024,01/03/2024,SCRAP - Recycle charge,Labour & Services,"",9.4,1.0,"",9.4,0.94,10.34,Y,SCRAP,Recycle charge,Labour & Services,0.0,,,,,0.0,"",31/01/2024 20:17,31/01/2024 20:17
10225,12,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,31/01/2024,01/03/2024,SCRAPTT - Recycle Truck Tyres,Labour & Services,"",32.0,2.0,"",64.0,6.4,70.4,Y,SCRAPTT,Recycle Truck Tyres,Labour & Services,0.0,,,,,0.0,"",31/01/2024 20:17,31/01/2024 20:17
10226,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,02/02/2024,03/03/2024,11000919 - 265/65R17LT 116S D697 OWT B/STONE,4WD Tyres,"",383.0,3.0,"",1149.0,114.9,1263.9,Y,11000919,265/65R17LT 116S D697 OWT B/STONE,4WD Tyres,247.1,,,,,741.3,"",02/02/2024 10:05,02/02/2024 10:05
10226,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,02/02/2024,03/03/2024,LVF - Light Vehicle Fit/ Strip/ Balance,Labour & Services,Strip,20.0,3.0,"",60.0,6.0,66.0,Y,LVF,Light Vehicle Fit/ Strip/ Balance,Labour & Services,0.0,,,,,0.0,"",02/02/2024 10:06,02/02/2024 10:06
10226,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,02/02/2024,03/03/2024,SCRAP - Recycle charge,Labour & Services,"",9.4,3.0,"",28.2,2.82,31.02,Y,SCRAP,Recycle charge,Labour & Services,0.0,,,,,0.0,"",02/02/2024 10:07,02/02/2024 10:07
10227,,Jackson Salvatore,,,,,,02/02/2024,03/03/2024,WA - Wheel Alignment,Labour & Services,"",90.0,1.0,"",90.0,9.0,99.0,Y,WA,Wheel Alignment,Labour & Services,0.0,,,,,0.0,"",02/02/2024 12:26,02/02/2024 12:26
10227,,Jackson Salvatore,,,,,,02/02/2024,03/03/2024,LVR - Light Vehicle Tyre Rotation,Labour & Services,"",15.0,2.0,"",30.0,3.0,33.0,Y,LVR,Light Vehicle Tyre Rotation,Labour & Services,0.0,,,,,0.0,"",02/02/2024 12:27,02/02/2024 12:27
10227,,Jackson Salvatore,,,,,,02/02/2024,03/03/2024,WB - Wheel balance,Labour & Services,"",18.0,2.0,"",36.0,3.6,39.6,Y,WB,Wheel balance,Labour & Services,0.0,,,,,0.0,"",02/02/2024 12:27,02/02/2024 12:27
10228,,casey sadler,,,,,,05/02/2024,06/03/2024,5347RCA - 265/65R17 AT-5 116T RADAR RENERGADE,4WD Tyres,2656517,260.1,4.0,"",1040.4,104.04,1144.44,Y,5347RCA,265/65R17 AT-5 116T RADAR RENERGADE,4WD Tyres,153.0,,,,,612.0,"",05/02/2024 16:29,05/02/2024 16:29
10228,,casey sadler,,,,,,05/02/2024,06/03/2024,LVF - Light Vehicle Fit/ Strip/ Balance,Labour & Services,Strip,20.0,4.0,"",80.0,8.0,88.0,Y,LVF,Light Vehicle Fit/ Strip/ Balance,Labour & Services,0.0,,,,,0.0,"",05/02/2024 16:29,05/02/2024 16:29
10228,,casey sadler,,,,,,05/02/2024,06/03/2024,WA - Wheel Alignment,Labour & Services,"",90.0,1.0,"",90.0,9.0,99.0,Y,WA,Wheel Alignment,Labour & Services,0.0,,,,,0.0,"",05/02/2024 16:29,05/02/2024 16:29
10229,,Aaron,,,,,,07/02/2024,08/03/2024,2857017G003 - LT285/70R17 121Q G003 MT - E4678 *Fitted*,4WD Tyres,"",452.7273,5.0,"",2263.6364,226.3636,2490.0,Y,2857017G003,LT285/70R17 121Q G003 MT - E4678,4WD Tyres,323.7,,,200,Sales,1618.5,"",07/02/2024 16:32,07/02/2024 16:35
10230,,John Choice,john.choice@boral.com.au,,,,,08/02/2024,09/03/2024,Z699 - Z699 FUEL FILTER,Parts,Z699,43.6364,1.0,"",43.6364,4.3636,48.0,Y,Z699,Z699 FUEL FILTER,Parts,37.0,,,,,37.0,"",08/02/2024 11:12,08/02/2024 11:12
10230,,John Choice,john.choice@boral.com.au,,,,,08/02/2024,09/03/2024,GFS523 - GFS523 - Proselect Automatic Transmission Filter Kit Trans. Code: 5R55W,,"",107.2727,1.0,"",107.2727,10.7273,118.0,Y,GFS523,GFS523 - Proselect Automatic Transmission Filter Kit Trans. Code: 5R55W,,82.5,,,,,82.5,"",08/02/2024 11:15,08/02/2024 11:15
10230,,John Choice,john.choice@boral.com.au,,,,,08/02/2024,09/03/2024,MECHLAB - Mechanical Tradesman Labour,Labour & Services,"",110.0,1.5,"",165.0,16.5,181.5,Y,MECHLAB,Mechanical Tradesman Labour,Labour & Services,0.0,,,205,Income - Automotive Repairs,0.0,"",08/02/2024 11:16,08/02/2024 11:16
10230,,John Choice,john.choice@boral.com.au,,,,,08/02/2024,09/03/2024,ATFFS001 - FLUID-FS MULTI VEHICLE 1L,Oils,ATFFS,12.35,9.9,"",122.265,12.2265,134.4915,Y,ATFFS001,FLUID-FS MULTI VEHICLE 1L,Oils,8.82,,,,,87.32,"",08/02/2024 11:17,08/02/2024 11:17
10231,,Vandamme Plant Hire,ap@vandammeph.com.au,,,,,13/02/2024,14/03/2024,HT-8191 - 315/80R22.5 SUPER ETOT 22PR TL 164/160 K,Truck Tyres,"",520.0,50.0,"",26000.0,2600.0,28600.0,Y,HT-8191,315/80R22.5 SUPER ETOT 22PR TL 164/160 K,Truck Tyres,499.0,,,,,24950.0,"",13/02/2024 05:52,13/02/2024 05:52
10231,,Vandamme Plant Hire,ap@vandammeph.com.au,,,,,13/02/2024,14/03/2024,HT-103699 - 11R22.5 AM01 18PR TL 148/145M,Truck Tyres,"",245.0,36.0,"",8820.0,882.0,9702.0,Y,HT-103699,11R22.5 AM01 18PR TL 148/145M,Truck Tyres,219.0,,,,,7884.0,"",13/02/2024 05:53,13/02/2024 05:53
10231,,Vandamme Plant Hire,ap@vandammeph.com.au,,,,,13/02/2024,14/03/2024,HT-4616 - 1R22.5 SUPER DM 18PR TL 148/145 K,Truck Tyres,"",385.0,8.0,"",3080.0,308.0,3388.0,Y,HT-4616,1R22.5 SUPER DM 18PR TL 148/145 K,Truck Tyres,349.0,,,200,Sales,2792.0,"",13/02/2024 05:54,13/02/2024 05:54
10232,,Saxon Energy Service Australia pty ltd,saxonap@savannaenergy.com,,,,,16/02/2024,17/03/2024,B2052530 - 20.5R25 **/* TL E3/L3 SR-30 EARTH MAX BKT,Earthmoving Tyres,"",2745.0,1.0,"",2745.0,274.5,3019.5,Y,B2052530,20.5R25 **/* TL E3/L3 SR-30 EARTH MAX BKT,Earthmoving Tyres,2130.0,,,200,Sales,2130.0,"",16/02/2024 08:46,16/02/2024 08:48
10232,,Saxon Energy Service Australia pty ltd,saxonap@savannaenergy.com,,,,,16/02/2024,17/03/2024,EMS - Earthmover Fit & Strip,Labour & Services,"",100.0,1.0,"",100.0,10.0,110.0,Y,EMS,Earthmover Fit & Strip,Labour & Services,0.0,,,,,0.0,"",16/02/2024 08:46,16/02/2024 08:46
10232,,Saxon Energy Service Australia pty ltd,saxonap@savannaenergy.com,,,,,16/02/2024,17/03/2024,"115355 - 25"" THIN ORING",Tools,ORING,20.0,1.0,"",20.0,2.0,22.0,Y,115355,"25"" THIN ORING",Tools,4.55,,,,,4.55,"",16/02/2024 08:47,16/02/2024 08:47
10232,,Saxon Energy Service Australia pty ltd,saxonap@savannaenergy.com,,,,,16/02/2024,17/03/2024,5629709 - VALVE EM,Parts,EARTH MOVING VALVE,25.0,1.0,"",25.0,2.5,27.5,Y,5629709,VALVE EM,Parts,0.0,,,,,0.0,"",16/02/2024 08:48,16/02/2024 08:48
10233,16,RBY Projects pty ltd,accounts@rby.net.au,774TNF,HV004,Volvo,FM 500,16/02/2024,17/03/2024,Mechanical,,Mechanical,0.0,0,"",0.0,0.0,0.0,Y,,,,0.0,,,,,0.0,"",16/02/2024 09:40,16/02/2024 11:03
10233,16,RBY Projects pty ltd,accounts@rby.net.au,774TNF,HV004,Volvo,FM 500,16/02/2024,17/03/2024,1674083 - Cap Pressure,Parts,"",108.9972,1.0,"",108.9972,10.8997,119.8969,Y,1674083,Cap Pressure,Parts,79.56,,,,,79.56,"",16/02/2024 10:04,16/02/2024 10:04
10233,16,RBY Projects pty ltd,accounts@rby.net.au,774TNF,HV004,Volvo,FM 500,16/02/2024,17/03/2024,21258220 - Upper Radiator Hose,Parts,"",307.0718,1.0,"",307.0718,30.7072,337.779,Y,21258220,Upper Radiator Hose,Parts,224.14,,,,,224.14,"",16/02/2024 10:06,16/02/2024 10:06
10233,16,RBY Projects pty ltd,accounts@rby.net.au,774TNF,HV004,Volvo,FM 500,16/02/2024,17/03/2024,85003290 - Exchange Radiator,Parts,"",2818.8298,1.0,"",2818.8298,281.883,3100.7128,Y,85003290,Exchange Radiator,Parts,2057.54,,,,,2057.54,"",16/02/2024 10:27,16/02/2024 10:27
10233,16,RBY Projects pty ltd,accounts@rby.net.au,774TNF,HV004,Volvo,FM 500,16/02/2024,17/03/2024,AMP24078864 - Volvo Coolant 20ltr,Parts,"",184.2924,3.0,"",552.8772,55.2877,608.1649,Y,AMP24078864,Volvo Coolant 20ltr,Parts,134.52,,,,,403.56,"",16/02/2024 10:30,16/02/2024 10:30
10233,16,RBY Projects pty ltd,accounts@rby.net.au,774TNF,HV004,Volvo,FM 500,16/02/2024,17/03/2024,MECHLAB - Mechanical Tradesman Labour,Labour & Services,"",110.0,10.0,"",1100.0,110.0,1210.0,Y,MECHLAB,Mechanical Tradesman Labour,Labour & Services,0.0,,,205,Income - Automotive Repairs,0.0,"",16/02/2024 10:30,16/02/2024 10:30
