Reference,Billing Supplier,Billing Supplier Acc. No,Bill Reference,Date,Amount,Payment Type
,Bridgestone Australia,"",89682575,2023-06-30 00:00:00 +1000,5436.2,other
,ENIRGI POWER STORAGE PTY LTD,"",B27TIN166,2023-05-25 00:00:00 +1000,1908.29,other
,TYRES 4U,"",ES948609,2023-07-31 00:00:00 +1000,195.32,other
,TYRES 4U,"",ES948755,2023-07-31 00:00:00 +1000,1471.2,other
,Toyo Tyre Australia pty ltd,"",231208072,2023-06-30 00:00:00 +1000,733.7,other
,ENIRGI POWER STORAGE PTY LTD,"",B27TIN239,2022-12-12 17:17:58 +1000,244.34,cash
,ENIRGI POWER STORAGE PTY LTD,"",B27TIN239,2023-06-25 00:00:00 +1000,3956.15,other
,TREADCARE QLD PTY LTD,,Q2862,2023-06-30 00:00:00 +1000,2631.2,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1640219,2023-06-30 00:00:00 +1000,74.8,other
,REMA TIP TOP AUSTRALIA PTY LTD,"",1952436,2023-06-30 00:00:00 +1000,1691.76,other
,ENIRGI POWER STORAGE PTY LTD,"",B27TIN247,2023-06-25 00:00:00 +1000,1104.27,other
,Bridgestone Australia,"",89713401,2023-06-30 00:00:00 +1000,1087.24,other
,TYRES 4U,"",ES948924,2023-07-31 00:00:00 +1000,94.05,other
,TYRES 4U,"",ES949148,2023-07-31 00:00:00 +1000,1298.0,other
,TYRES 4U,"",ES948857,2023-07-31 00:00:00 +1000,2923.75,other
,REPCO Chinchilla,"",3940356524,2023-06-30 00:00:00 +1000,273.49,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1641094,2023-06-30 00:00:00 +1000,1240.8,other
,FREEDOM TYRES,"",04079613,2023-06-30 00:00:00 +1000,1029.6,other
,DYNAMIC WHEELS,"",2467423,2023-06-30 00:00:00 +1000,59.4,other
,ENIRGI POWER STORAGE PTY LTD,"",B27TIN251,2023-06-25 00:00:00 +1000,4281.26,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1641362,2023-06-30 00:00:00 +1000,378.4,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1641333,2023-06-30 00:00:00 +1000,1001.0,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1641382,2023-06-30 00:00:00 +1000,180.4,other
,REMA TIP TOP AUSTRALIA PTY LTD,"",1952454,2023-06-30 00:00:00 +1000,136.76,other
,REPCO Chinchilla,"",3940356373,2023-06-30 00:00:00 +1000,307.16,other
,TYRES 4U,"",1X050084,2023-07-31 00:00:00 +1000,119.9,other
,REPCO Chinchilla,"",3940356599,2023-06-30 00:00:00 +1000,166.25,other
,REPCO Chinchilla,"",3940356779,2023-06-30 00:00:00 +1000,109.45,other
,TYRES 4U,"",ES949298,2023-07-31 00:00:00 +1000,114.84,other
,TYRES 4U,"",ES949555,2023-07-31 00:00:00 +1000,85.09,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1641557,2023-06-30 00:00:00 +1000,277.2,other
,Black Truck & AG,"",1775771,2023-05-30 10:41:22 +1000,384.54,eftpos
019102,MINI MOTORS CHINCHILLA,"",28233,2023-05-23 11:39:15 +1000,387.4,eftpos
019155,MINI MOTORS CHINCHILLA,"",28286,2023-05-25 11:43:07 +1000,470.0,eftpos
018866,MINI MOTORS CHINCHILLA,"",28024,2023-05-11 11:45:42 +1000,144.8,eftpos
674205511,APC4WD,,N85064,2023-05-30 13:44:14 +1000,284.95,eftpos
,Toyo Tyre Australia pty ltd,"",231208154,2023-06-30 00:00:00 +1000,1238.6,other
DB1333-4WD,REPCO Chinchilla,"",3940356936,2023-06-19 10:21:11 +1000,92.4,unspecified
,REPCO Chinchilla,"",3940356934,2023-06-30 00:00:00 +1000,294.0,other
3940358685,REPCO Chinchilla,"",3940356935,2023-06-19 10:22:00 +1000,14.85,unspecified
3940357398,REPCO Chinchilla,"",3940356989,2023-06-05 11:03:57 +1000,369.6,unspecified
,REPCO Chinchilla,"",3940357001,2023-06-30 00:00:00 +1000,530.57,other
,REPCO Chinchilla,"",3940357002,2023-06-30 00:00:00 +1000,145.2,other
,ENIRGI POWER STORAGE PTY LTD,"",B27TIN263,2023-06-25 00:00:00 +1000,425.4,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1641800,2023-06-30 00:00:00 +1000,301.4,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1641916,2023-06-30 00:00:00 +1000,1148.4,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1642039,2023-06-30 00:00:00 +1000,1328.8,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1641878,2023-06-30 00:00:00 +1000,281.6,other
,Savcom,"",UN3309,2023-06-25 00:00:00 +1000,131.58,other
,Wandoan Home Hardware,,101092142,2023-06-30 00:00:00 +1000,75.35,other
3940357269,REPCO Chinchilla,"",3940357057,2023-06-02 15:26:09 +1000,238.75,unspecified
,Toyo Tyre Australia pty ltd,"",231208665,2023-07-31 00:00:00 +1000,1049.4,other
,ENIRGI POWER STORAGE PTY LTD,"",B27TIN268,2023-07-25 00:00:00 +1000,365.81,other
3940357203,REPCO Chinchilla,"",3940357123,2023-06-02 15:27:02 +1000,244.2,unspecified
,REPCO Chinchilla,"",3940357123,2023-07-31 00:00:00 +1000,15.0,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1642317,2023-07-31 00:00:00 +1000,530.2,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1642651,2023-07-31 00:00:00 +1000,1240.8,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1642597,2023-07-31 00:00:00 +1000,286.0,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1642602,2023-07-31 00:00:00 +1000,800.8,other
,REPCO Chinchilla,"",3940357258,2023-07-31 00:00:00 +1000,314.6,other
3940357268,REPCO Chinchilla,"",3940357222,2023-06-02 15:27:42 +1000,72.6,unspecified
,REPCO Chinchilla,"",3940357222,2023-07-31 00:00:00 +1000,15.0,other
,TYRES 4U,"",ES949485,2023-09-21 00:00:00 +1000,699.92,other
,TYRES 4U,"",ES949485,2023-09-21 00:00:00 +1000,699.92,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1642859,2023-07-31 00:00:00 +1000,352.0,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1642743,2023-07-31 00:00:00 +1000,378.4,other
,TYREMAX,"",5633616/01,2023-07-14 00:00:00 +1000,1375.97,other
,ENIRGI POWER STORAGE PTY LTD,"",B27TIN274,2023-07-25 00:00:00 +1000,3816.54,other
,TYRES 4U,"",ES950166,2023-09-21 00:00:00 +1000,453.2,other
,TYRES 4U,"",ES949929,2023-09-21 00:00:00 +1000,58.3,other
,Savcom,"",2137996,2023-07-25 00:00:00 +1000,353.61,other
,TYRES 4U,"",ES950378,2023-09-21 00:00:00 +1000,1659.96,other
,TYRES 4U,"",ES950198,2023-09-21 00:00:00 +1000,1884.96,other
,TYRES 4U,"",ES949949,2023-09-21 00:00:00 +1000,445.5,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1642928,2023-07-31 00:00:00 +1000,134.2,other
,REPCO Chinchilla,"",3940357524,2023-07-31 00:00:00 +1000,212.3,other
,REPCO Chinchilla,"",3940357601,2023-07-31 00:00:00 +1000,21.93,other
315111000171,Equipit Group Pty Ltd,,SI-00072323,2023-06-07 08:16:40 +1000,1426.23,eftpos
,TREADCARE QLD PTY LTD,,Q2890,2023-06-30 00:00:00 +1000,2684.0,other
,TREADCARE QLD PTY LTD,,Q2891,2023-06-30 00:00:00 +1000,1386.0,other
,TREADCARE QLD PTY LTD,,Q2881,2023-06-30 00:00:00 +1000,3168.0,other
,ATLAS TYRES,"",27330,2023-06-15 00:00:00 +1000,2244.0,other
,TYREMAX,"",5635348/01,2023-07-14 00:00:00 +1000,1739.23,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1643535,2023-07-31 00:00:00 +1000,52.8,other
EC044361,TYRES 4U,"",ES950384,2023-06-13 18:22:01 +1000,6546.87,unspecified
,TYRES 4U,"",ES950757,2023-09-21 00:00:00 +1000,760.14,other
,TYRES 4U,"",704594,2023-09-21 00:00:00 +1000,5060.0,other
,MULLINS WHEELS,"",1848977,2023-07-31 00:00:00 +1000,757.57,other
,AUSTRALIAN TYRE TRADERS,"",383484,2023-06-30 00:00:00 +1000,3555.2,other
,TYRES 4U,"",ES950962,2023-09-21 00:00:00 +1000,380.16,other
,REPCO Chinchilla,"",3940357875,2023-07-31 00:00:00 +1000,228.01,other
,REPCO Chinchilla,"",3940357843,2023-07-31 00:00:00 +1000,49.5,other
,REPCO Chinchilla,"",3940357915,2023-07-31 00:00:00 +1000,58.0,other
,TYRES 4U,"",ES951231,2023-09-21 00:00:00 +1000,1080.9,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1643784,2023-07-31 00:00:00 +1000,149.6,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1643896,2023-07-31 00:00:00 +1000,871.2,other
,TYRES 4U,"",ES950048,2023-09-21 00:00:00 +1000,1033.56,other
,TYRES 4U,"",ES950072,2023-09-21 00:00:00 +1000,2596.0,other
,TYRES 4U,"",ES950385,2023-09-21 00:00:00 +1000,2399.76,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1644059,2023-07-31 00:00:00 +1000,209.0,other
,TYRES 4U,"",ES951230,2023-09-21 00:00:00 +1000,756.05,other
,TYRES 4U,"",ES951232,2023-09-21 00:00:00 +1000,1512.1,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1644117,2023-07-31 00:00:00 +1000,173.8,other
,Truck Parts Warehouse,,4191,2023-05-23 15:45:45 +1000,187.0,eftpos
,TYRES 4U,"",ES948984,2023-07-31 00:00:00 +1000,1430.55,other
,TYRES 4U,"",ES948983,2023-07-31 00:00:00 +1000,206.36,other
,REPCO Chinchilla,"",3940356431,2023-06-30 00:00:00 +1000,498.47,other
EC044360,TYRES 4U,"",VS462788,2023-06-13 18:26:31 +1000,1818.58,unspecified
,REPCO Chinchilla,"",3940357985,2023-07-31 00:00:00 +1000,38.23,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1644107,2023-07-31 00:00:00 +1000,448.8,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1644357,2023-07-31 00:00:00 +1000,677.6,other
,REPCO Chinchilla,"",3940358074,2023-07-31 00:00:00 +1000,72.6,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1644450,2023-07-31 00:00:00 +1000,409.2,other
,TYRES 4U,"",ES951443,2023-09-21 00:00:00 +1000,5643.0,other
,TYRES 4U,"",ES951510,2023-09-21 00:00:00 +1000,425.47,other
,TYRES 4U,"",ES951442,2023-09-21 00:00:00 +1000,1567.5,other
,REPCO Chinchilla,"",3940358168,2023-07-31 00:00:00 +1000,168.16,other
,BSC MOTION TECHNOLOGY,"",TW41-0000386870,2023-07-31 00:00:00 +1000,132.81,other
,TREADCARE QLD PTY LTD,,Q3007,2023-07-31 00:00:00 +1000,4070.0,other
,REPCO Chinchilla,"",3940358363,2023-07-31 00:00:00 +1000,26.4,other
,BLACK TOYOTA,"",PI33037435,2023-06-15 00:00:00 +1000,1777.62,other
,BLACK TOYOTA,"",PI33037470,2023-06-15 00:00:00 +1000,398.88,other
,ATLAS TYRES,"",27418,2023-06-15 00:00:00 +1000,2719.2,other
,TREADCARE QLD PTY LTD,,Q3013,2023-07-31 00:00:00 +1000,3212.0,other
,TYRES 4U,"",ES951793,2023-09-21 00:00:00 +1000,1514.7,other
,TYRES 4U,"",ES951830,2023-09-21 00:00:00 +1000,2468.4,other
,REPCO Chinchilla,"",3940358383,2023-07-31 00:00:00 +1000,114.68,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1644938,2023-07-31 00:00:00 +1000,1614.8,other
1546-0253,Filter Discounters,,10680,2023-06-16 08:24:41 +1000,71.37,eftpos
,ENIRGI POWER STORAGE PTY LTD,"",B27TIN306,2023-07-25 00:00:00 +1000,1574.98,other
,TYRES 4U,"",ES951500,2023-09-21 00:00:00 +1000,341.0,other
,TYRES 4U,"",ES951348,2023-09-21 00:00:00 +1000,6270.0,other
,Toyo Tyre Australia pty ltd,"",231209701,2023-07-31 00:00:00 +1000,733.7,other
,TYRES 4U,"",ES951980,2023-09-21 00:00:00 +1000,183.04,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1645389,2023-07-31 00:00:00 +1000,286.0,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1645428,2023-07-31 00:00:00 +1000,299.2,other
,BSC MOTION TECHNOLOGY,"",TW41-0000384502,2023-06-30 00:00:00 +1000,660.4,other
,HASTINGS DEERING,"",2015701406,2023-06-30 00:00:00 +1000,506.29,other
,Marine Energy Systems,,INV-61913,2023-06-19 15:18:03 +1000,38.35,credit
3940358686,REPCO Chinchilla,"",3940356840,2023-06-19 09:22:28 +1000,249.85,unspecified
,REPCO Chinchilla,"",3940356840,2023-06-30 00:00:00 +1000,102.4,other
,REPCO Chinchilla,"",3940356752,2023-06-30 00:00:00 +1000,163.9,other
,REPCO Chinchilla,"",3940354685,2023-06-30 00:00:00 +1000,43.6,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1638619,2023-06-30 00:00:00 +1000,143.0,other
,AUSTRALIAN TYRE TRADERS,"",379324,2023-04-05 09:30:43 +1000,994.4,eft
,REPCO Chinchilla,"",3940358516,2023-07-31 00:00:00 +1000,321.07,other
,REPCO Chinchilla,"",3940358772,2023-07-31 00:00:00 +1000,57.88,other
,RON ANGEL WHOLESALE,"",SINV292226,2023-07-31 00:00:00 +1000,26.97,other
,TYRES 4U,"",ES952154,2023-09-21 00:00:00 +1000,463.32,other
,AUSSIE POWERSPORTS,"",SS45607,2023-06-21 00:00:00 +1000,224.91,other
,EXCLUSIVE TYRES,"",10869771,2023-07-31 00:00:00 +1000,1233.63,other
,EXCLUSIVE TYRES,"",10869729,2023-07-31 00:00:00 +1000,1659.76,other
,KWT Imports,"",k329558,2023-07-31 00:00:00 +1000,39.55,other
,ATLAS TYRES,"",28014,2023-07-31 00:00:00 +1000,5253.6,other
,TYRES 4U,"",ES952673,2023-09-21 00:00:00 +1000,435.8,other
,Toyo Tyre Australia pty ltd,"",231210014,2023-07-31 00:00:00 +1000,1548.25,other
,TYRES 4U,"",ES952672,2023-09-21 00:00:00 +1000,1121.74,other
,REPCO Chinchilla,"",3940358893,2023-07-31 00:00:00 +1000,340.8,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1645853,2023-07-31 00:00:00 +1000,301.4,other
,TYRES 4U,"",ES952441,2023-09-21 00:00:00 +1000,673.2,other
,CAPRICORN,049088-1,3370603123,2023-06-25 00:00:00 +1000,255.32,other
,CAPRICORN,049088-1,3370603124,2023-06-25 00:00:00 +1000,13.2,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1646315,2023-07-31 00:00:00 +1000,200.2,other
,ATLAS TYRES,"",28036,2023-07-31 00:00:00 +1000,5253.6,other
,BSC MOTION TECHNOLOGY,"",TW41-0000387629,2023-07-31 00:00:00 +1000,136.07,other
,TYRES 4U,"",ES952663,2023-09-21 00:00:00 +1000,2616.11,other
,TYRES 4U,"",ES952508,2023-09-21 00:00:00 +1000,46.2,other
,REMA TIP TOP AUSTRALIA PTY LTD,"",1961274,2023-07-31 00:00:00 +1000,2152.66,other
340402,TRUCKLINE,"",8598695,2023-06-23 15:07:54 +1000,387.19,eftpos
543657,Black Truck & AG,"",1782722,2023-06-26 11:15:40 +1000,290.24,eftpos
543657,Black Truck & AG,"",1782724,2023-06-28 11:18:21 +1000,420.49,eftpos
,TOP TYRES AUSTRAILIA PTY LTD,"",1646651,2023-07-31 00:00:00 +1000,250.8,other
,HASTINGS DEERING,"",2015790305,2023-07-31 00:00:00 +1000,1208.88,other
,AUSSIE POWERSPORTS,"",SI45607,2023-06-26 11:24:59 +1000,224.91,unspecified
,BLACK TOYOTA,"",PI33038292,2023-07-31 00:00:00 +1000,203.5,other
,TYRES 4U,"",ES953953,2023-09-29 00:00:00 +1000,16060.0,other
,TYRES 4U,"",ES953568,2023-09-21 00:00:00 +1000,286.0,other
,TYRES 4U,"",ES952752,2023-09-21 00:00:00 +1000,1486.98,other
,TYRES 4U,"",SO500062,2023-09-21 00:00:00 +1000,4254.25,other
,TYRES 4U,"",ES953279,2023-09-21 00:00:00 +1000,4790.5,other
,TYRES 4U,"",ES953603,2023-09-21 00:00:00 +1000,1664.3,other
,TYRES 4U,"",SO500063,2023-09-29 00:00:00 +1000,5494.5,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1647868,2023-08-31 00:00:00 +1000,1122.0,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1646595,2023-07-31 00:00:00 +1000,585.2,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1647935,2023-08-31 00:00:00 +1000,1944.8,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1647825,2023-08-31 00:00:00 +1000,275.0,other
,TYREMAX,"",5668275/01,2023-07-14 00:00:00 +1000,1227.07,other
,TYREMAX,"",5670691/01,2023-08-31 00:00:00 +1000,4446.2,other
,TYREMAX,"",5670710/01,2023-08-07 00:00:00 +1000,1225.22,other
,REPCO Chinchilla,"",3940359095,2023-07-31 00:00:00 +1000,29.63,other
3940358688,REPCO Chinchilla,"",3940359095,2023-06-19 09:17:55 +1000,130.9,unspecified
,REPCO Chinchilla,"",3940359278,2023-07-31 00:00:00 +1000,179.01,other
,REPCO Chinchilla,"",3940359446,2023-07-31 00:00:00 +1000,74.8,other
,REPCO Chinchilla,"",3940359795,2023-07-31 00:00:00 +1000,456.03,other
,REPCO Chinchilla,"",3940359840,2023-07-31 00:00:00 +1000,153.58,other
,REPCO Chinchilla,"",3940359841,2023-07-31 00:00:00 +1000,228.01,other
,SUMITOMO RUBBER,"",1IV-46238-2023,2023-07-31 00:00:00 +1000,270.69,other
,SUMITOMO RUBBER,"",1IV-46239-2023,2023-07-31 00:00:00 +1000,272.15,other
,SUMITOMO RUBBER,"",1IV-46237-2023,2023-07-31 00:00:00 +1000,1088.6,other
,NETA TIRE SERVICE & SALES P/L,"",1805784,2023-07-31 00:00:00 +1000,759.0,other
,TREADCARE QLD PTY LTD,,Q3074,2023-07-31 00:00:00 +1000,1551.0,other
,REPCO Chinchilla,"",3940359445,2023-07-31 00:00:00 +1000,72.6,other
,AUSTRALIAN TYRE TRADERS,"",386893,2023-07-31 00:00:00 +1000,534.6,other
,TREADCARE QLD PTY LTD,,Q3095,2023-07-31 00:00:00 +1000,2904.0,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1647483,2023-07-31 00:00:00 +1000,264.0,other
,ENIRGI POWER STORAGE PTY LTD,"",B27TIN345,2023-07-25 00:00:00 +1000,2193.69,other
,BSC MOTION TECHNOLOGY,"",TW41-0000388740,2023-07-31 00:00:00 +1000,142.07,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1648027,2023-08-31 00:00:00 +1000,475.2,other
,Bridgestone Australia,"",89920486,2023-08-31 00:00:00 +1000,7067.06,other
,TYRES 4U,"",ES954321,2023-09-29 00:00:00 +1000,858.0,other
,TYRES 4U,"",ES954231,2023-09-29 00:00:00 +1000,252.56,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1648333,2023-08-31 00:00:00 +1000,550.0,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1648046,2023-08-31 00:00:00 +1000,213.4,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1648020,2023-08-31 00:00:00 +1000,200.2,other
,Brown and Hurley,,2909512,2023-06-26 11:00:52 +1000,369.42,eft
,TYRES 4U,"",SO500064,2023-09-29 00:00:00 +1000,3813.15,other
,TYRES 4U,"",ES954448,2023-09-29 00:00:00 +1000,283.01,other
10716,Filter Discounters,,10716,2023-07-20 11:29:35 +1000,201.17,eftpos
SI602997,Mobile Energy Australia,,SI602997,2023-06-21 11:37:20 +1000,177.96,eftpos
,TYRES 4U,"",ES954095,2023-09-29 00:00:00 +1000,572.0,other
,TYRES 4U,"",ES953972,2023-09-29 00:00:00 +1000,1645.6,other
,TYRES 4U,"",SO500065,2023-09-29 00:00:00 +1000,3634.4,other
,Savcom,"",2137996AA,2023-08-25 00:00:00 +1000,221.84,other
,Savcom,"",2141356,2023-08-25 00:00:00 +1000,2912.08,other
,REPCO Chinchilla,"",3940360575,2023-08-31 00:00:00 +1000,40.98,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1648761,2023-08-31 00:00:00 +1000,510.4,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1648960,2023-08-31 00:00:00 +1000,193.6,other
,ENIRGI POWER STORAGE PTY LTD,"",B27TIN373,2023-08-25 00:00:00 +1000,1647.13,other
,CAPRICORN,049088-1,M59TIN159,2023-08-25 00:00:00 +1000,530.64,other
,BSC MOTION TECHNOLOGY,"",TW41-0000385956,2023-07-31 00:00:00 +1000,276.07,other
,BSC MOTION TECHNOLOGY,"",TW41-0000386114,2023-07-31 00:00:00 +1000,30.99,other
,HASTINGS DEERING,"",2015837707,2023-08-31 00:00:00 +1000,30.88,other
,KJ BOLT,,,2023-07-06 00:00:00 +1000,389.9,other
561585,AFLO Equipment,,S92577,2023-07-10 09:13:37 +1000,2454.13,eftpos
,TYRES 4U,"",ES955146,2023-09-29 00:00:00 +1000,744.48,other
,TYRES 4U,"",ES954955,2023-09-29 00:00:00 +1000,1056.69,other
,TYRES 4U,"",ES955393,2023-09-29 00:00:00 +1000,70.75,other
,TYRES 4U,"",ES954954,2023-09-29 00:00:00 +1000,3462.54,other
,TYRES 4U,"",ES954740,2023-09-29 00:00:00 +1000,3199.68,other
,TYRES 4U,"",ES954762,2023-09-29 00:00:00 +1000,447.48,other
,TYRES 4U,"",ES954971,2023-09-29 00:00:00 +1000,299.97,other
,TYRES 4U,"",ES955318,2023-09-29 00:00:00 +1000,447.48,other
,REPCO Chinchilla,"",3940360878,2023-08-31 00:00:00 +1000,16.78,other
3940360877,REPCO Chinchilla,"",3940360797,2023-07-11 10:23:45 +1000,22.28,unspecified
,REPCO Chinchilla,"",3940360797,2023-08-31 00:00:00 +1000,87.18,other
,REPCO Chinchilla,"",3940360814,2023-08-31 00:00:00 +1000,38.78,other
,BLACK TOYOTA,"",PI33038568,2023-08-31 00:00:00 +1000,84.41,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1649255,2023-08-31 00:00:00 +1000,827.2,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1649514,2023-08-31 00:00:00 +1000,308.0,other
,FREEDOM TYRES,"",04081952,2023-08-31 00:00:00 +1000,1056.0,other
,AUSTRALIAN TYRE TRADERS,"",388802,2023-08-31 00:00:00 +1000,519.2,other
,AUSTRALIAN TYRE TRADERS,"",388338,2023-08-31 00:00:00 +1000,510.4,other
,TYRES 4U,"",SO500066,2023-09-29 00:00:00 +1000,491.81,other
,TYRES 4U,"",35830,2023-09-29 00:00:00 +1000,364.44,other
,TYRES 4U,"",VS465579,2023-09-29 00:00:00 +1000,2640.0,other
,TYRES 4U,"",ES956388,2023-09-29 00:00:00 +1000,70.25,other
,TYRES 4U,"",SO500067,2023-09-29 00:00:00 +1000,3010.7,other
,TYRES 4U,"",ES956682,2023-09-29 00:00:00 +1000,2799.26,other
,TYRES 4U,"",ES956683,2023-09-29 00:00:00 +1000,3189.76,other
,TYRES 4U,"",ES956182,2023-09-29 00:00:00 +1000,5525.86,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1650244,2023-08-31 00:00:00 +1000,800.8,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1650790,2023-08-31 00:00:00 +1000,136.4,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1651046,2023-08-31 00:00:00 +1000,338.8,other
,REPCO Chinchilla,"",3940361266,2023-08-31 00:00:00 +1000,222.2,other
,REPCO Chinchilla,"",3940361547,2023-08-31 00:00:00 +1000,77.89,other
,DYNAMIC WHEELS,"",2476221,2023-08-31 00:00:00 +1000,148.5,other
,TYREMAX,"",5691325/01,2023-08-31 00:00:00 +1000,308.53,other
,REMA TIP TOP AUSTRALIA PTY LTD,"",1970455,2023-08-31 00:00:00 +1000,966.56,other
,HASTINGS DEERING,"",2015631826,2023-07-24 00:00:00 +1000,356.82,other
,HASTINGS DEERING,"",,2023-07-31 00:00:00 +1000,178.09,other
,TYRES 4U,"",ES957171,2023-09-29 00:00:00 +1000,12540.0,other
,TYRES 4U,"",ES956744,2023-09-29 00:00:00 +1000,4271.03,other
,TYRES 4U,"",ES957586,2023-09-29 00:00:00 +1000,987.36,other
,TYRES 4U,"",ES956809,2023-09-29 00:00:00 +1000,220.0,other
,TYRES 4U,"",ES957378,2024-05-08 18:45:14 +1000,1881.0,eft
,TYRES 4U,"",SS875002,2023-09-29 00:00:00 +1000,568.17,other
,Bridgestone Australia,"",187039670,2023-08-31 00:00:00 +1000,6523.44,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1652063,2023-08-31 00:00:00 +1000,404.8,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1651587,2023-08-31 00:00:00 +1000,200.2,other
,ATLAS TYRES,"",28257,2023-08-31 00:00:00 +1000,5350.4,other
,REPCO Chinchilla,"",3940362147,2023-08-31 00:00:00 +1000,48.29,other
,Savcom,"",UN3552,2023-08-25 00:00:00 +1000,869.88,other
,REPCO Chinchilla,"",3940359499,2023-07-31 00:00:00 +1000,35.49,other
,REPCO Chinchilla,"",3940357116,2023-07-31 00:00:00 +1000,162.3,other
,REPCO Chinchilla,"",3940357439,2023-07-31 00:00:00 +1000,155.9,other
,BSC MOTION TECHNOLOGY,"",TW41-0000391766,2023-08-31 00:00:00 +1000,70.36,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1653127,2023-09-29 00:00:00 +1000,369.6,other
,process systems,,n152916,2023-08-04 00:00:00 +1000,88.0,other
,Baxters MTQ,6_2,291501,2023-08-31 00:00:00 +1000,93.5,other
,Baxters MTQ,6_2,291505,2023-08-31 00:00:00 +1000,720.5,other
,Baxters MTQ,6_2,291437,2023-08-31 00:00:00 +1000,305.58,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1652685,2023-08-31 00:00:00 +1000,325.6,other
,TYREMAX,"",5707461/01,2023-08-31 00:00:00 +1000,2694.21,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1652798,2023-08-31 00:00:00 +1000,1056.0,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1652935,2023-08-31 00:00:00 +1000,235.4,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1653051,2023-08-31 00:00:00 +1000,220.0,other
,TYRES 4U,"",ES958009,2023-09-29 00:00:00 +1000,546.48,other
,TYRES 4U,"",VS466311,2023-09-29 00:00:00 +1000,5060.0,other
,REPCO Chinchilla,"",3940362797,2023-08-31 00:00:00 +1000,23.38,other
,ENIRGI POWER STORAGE PTY LTD,"",B27TIN434,2023-08-25 00:00:00 +1000,1712.76,other
,DYNAMIC WHEELS,"",2478424,2023-08-31 00:00:00 +1000,739.2,other
,ENIRGI POWER STORAGE PTY LTD,"",B86TIN236,2023-08-25 00:00:00 +1000,147.4,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1653293,2023-09-29 00:00:00 +1000,539.0,other
,REPCO Chinchilla,"",3940362933,2023-09-29 00:00:00 +1000,469.5,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1653592,2023-09-29 00:00:00 +1000,112.2,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1653544,2023-09-29 00:00:00 +1000,22.0,other
,TYRES 4U,"",ES958294,2024-05-08 18:45:14 +1000,969.38,eft
,TYRES 4U,"",ES958428,2024-05-08 18:45:14 +1000,378.68,eft
,ENIRGI POWER STORAGE PTY LTD,"",B27TIN441,2023-09-25 00:00:00 +1000,135.3,other
